Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181211;ACV;YICLA;Bank accounts;;DFCX1-26_a;MB;;M;20181211
20181211;ADX;SPEBAN;Bank account;;;MB;;M;20181211
20181204;ADX;YSELELABAN;Bank account;[PATCH]/SRC_20181207;;MB;;M;20181211
20181204;TRT;SPEBAN;Bank accounts;[PATCH]/SRC_20181207;;MB;;M;20181211
20181204;TRT;YSELELABAN;;[PATCH]/SRC_20181207;;MB;;M;20181211
20181204;AMK;BAN2;;[PATCH]/SRC_20181207;;MB;;M;20181211
20181207;AMK;BAN2;Bank accounts;[PATCH]/SRC_20181207;;MB;;M;20181211
20181207;AWI;OBAN;Bank accounts;[PATCH]/SRC_20181207;;MB;;M;20181211
20181207;AWI;OBAN;IC  - Shared Bank Accounts;[PATCH]/SRC_20181207;;MB;;M;20181211
