Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190319;TRT;SPEYSELPJM;Index error 1000 records fix;;INDEX;;;M;20190319
20190319;TRT;YELADIESEL;;;;;;M;20190319
