Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20180906;ACV;YPJM;;;DFCX1-113a;;;M;20180906
20180807;TRT;SUBPJMA;;[PATCH]/SRC_20180906;;;YPJM;M;20180906
20180807;TRT;YSELPJMCAT;Site/Company groupings;[PATCH]/SRC_20180906;;;;M;20180906
20180807;ACT;YSELPJMCAT;Project category;[PATCH]/SRC_20180906;;;;M;20180906
20180807;ADI;434;;[PATCH]/SRC_20180906;;;;C;20180906
20180807;AMK;PJMA1;Project Management;[PATCH]/SRC_20180906;;;;M;20180906
20180817;AOB;AGF;PJM category selection;[PATCH]/SRC_20180906;;;;C;20180906
