Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190710;TRT;SPEYBBCASHTRAN;Business Batch Cash Fix;;BBCASH;;;M;20190710
20190710;TRT;SPEYBBVAL;Business Batch cash validations;;;;;C;20190710
