Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20180911;TRT;SPEAUJOU;Accounting entry lines;;AUJOU;;;M;20180913
20180911;ATB;GACCTMPD;Journal entry;;;;;M;20180913
20180911;AMK;GACCENT2;;;;;;M;20180913
20180911;AMK;GACCENTR1;;;;;;C;20180913
20180913;APE;TRTSTD='CPTAUTO';Entry points;;;;;C;20180913
