Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190621;TRT;YSALCTR_CSPE;Sales contract;[PATCH]/SRC_20190624;DFCX-512;DH;YLAND;M;20190624
20190624;ASW;YSALCTR;Sales contract - Covenants;[PATCH]/SRC_20190624;;DH;YLAND;M;20190624
20190624;ACLA;YSCV;Sales contract;;;;;M;20190624
