Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190619;TRT;SPEPAYPROPAL;Payment proposal bug;;DFCX1-56-2;;;M;20190619
20190619;AMK;PAYPROP1;;;;;YAPPP;M;20190619
