Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190621;ASW;YSALCTR;Sales contract;;DFCX-512;;YLAND;M;20190624
20190624;ACLA;YSCV;Covenants;;;;YLAND;M;20190624
