Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190606;TRT;YBBDIESEL;;[PATCH]/SRC_20190607;CCE;DH;YFIN;M;20190607
20190607;TRT;YDIESEL;Customer BP invoice;[PATCH]/SRC_20190607;;DH;;M;20190607
20190607;ACT;YDIESEL;;[PATCH]/SRC_20190607;;DH;;M;20190607
20190529;AMK;BIC3;;[PATCH]/SRC_20190607;;DH;;M;20190607
20190606;AMK;BIS3;Select dimension;[PATCH]/SRC_20190607;;DH;YFIN;M;20190607
20190607;AMK;WMAC2STDCO;;;;;;M;20190607
