Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190531;TRT;SPEYBBVAL;Business Batch ELA;;BBELA;;;M;20190531
20190531;TRT;YBBDIESEL;Dimension Selections;;;;;M;20190531
