Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190620;TRT;SPEPAYPROPAL;;;DFCX1-56-2;MAJID;;M;20190625
20190620;ATB;GACCDUDATE;;[PATCH]/SRC_20190620;;MAJID;YAPPP;M;20190625
20190620;AMK;PAYPROP1;Open items;[PATCH]/SRC_20190620;;MAJID;YAPPP;M;20190625
