Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181019;ACV;YSUP;Supplier data;;BPS001;;;M;20181019
20181019;TRT;SPEBPS;Suppliers;;;;;M;20181019
20181019;TRT;YSPEVALABN;Management;[PATCH]/SRC_20181019;;;;M;20181019
20181019;ATB;BPSUPPLIER;Suppliers;[PATCH]/SRC_20181019;;;;M;20181019
20181019;AMK;BPS4;;[PATCH]/SRC_20181019;;;;M;20181019
