Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20190531;TRT;YDIESEL;;;CCE;;YFIN;M;20190531
20190531;AMK;BIC3;;;;;YFIN;M;20190531
20190531;AMK;BIS3;;;;;YFIN;M;20190531
20190531;AMK;WMAC2STDCO;;;;;YFIN;M;20190531
20190529;AMK;WMAC2STDLI;;[PATCH]/SRC_20190529;;;YFIN;M;20190531
20190529;AMK;WMAC2STDON;;[PATCH]/SRC_20190529;;;;M;20190531
