Date;Object type;Object;Comments;Patch;Code;Modifier;Activity code;Update type;Delivered on
20181115;ADX;SPEBPS;Supplier Import;;BPS;;;M;20181115
20181115;TRT;SPEBPS;;;;;;M;20181115
